,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3(Target),index
525,MS,M,17.0,U,LE3,T,4.0,4.0,other,services,home,mother,-,-inf,0.0,no,yes,no,no,yes,yes,yes,no,,4.0,3.0,1.0,2.0,,0.0,15.0,,16.0,525
526,MS,F,17.0,R,GT3,T,nan,1.0,other,other,other,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,yes,4.0,nan,3.0,1.0,,5.0,1.0,13.0,-,14.0,526
527,MS,M,-inf,U,LE3,T,2.0,2.0,services,services,other,mother,4.0,3.0,0.0,no,no,no,no,yes,yes,no,no,5.0,1.0,3.0,2.0,2.0,3.0,0.0,10.0,9.0,10.0,527
528,MS,F,17.0,R,GT3,T,2.0,2.0,at_home,other,other,mother,1.0,1.0,0.0,no,yes,yes,no,yes,yes,yes,no,inf,1.0,3.0,1.0,2.0,5.0,5.0,9.0,9.0,9.0,528
529,MS,F,16.0,U,LE3,T,4.0,4.0,services,services,other,father,2.0,1.0,0.0,no,yes,no,no,yes,yes,no,no,5.0,1.0,-,1.0,2.0,5.0,1.0,11.0,11.0,11.0,529
530,MS,M,17.0,U,GT3,T,3.0,3.0,services,services,home,mother,1.0,,0.0,no,yes,no,yes,yes,yes,yes,no,4.0,1.0,4.0,,5.0,3.0,8.0,7.0,10.0,9.0,530
531,MS,M,nan,U,GT3,T,1.0,1.0,at_home,services,other,mother,3.0,2.0,0.0,no,no,no,no,yes,yes,yes,yes,5.0,1.0,-inf,-,3.0,inf,0.0,10.0,-inf,-inf,531
532,MS,M,16.0,U,GT3,T,2.0,1.0,health,services,other,mother,inf,2.0,0.0,no,no,no,no,no,yes,yes,yes,4.0,2.0,2.0,1.0,inf,5.0,-inf,9.0,-inf,8.0,532
533,MS,F,16.0,U,LE3,T,2.0,-inf,other,services,other,mother,-inf,,0.0,no,no,no,no,yes,yes,yes,yes,3.0,2.0,2.0,1.0,,3.0,0.0,,-,16.0,533
534,MS,M,16.0,U,LE3,T,,4.0,teacher,health,other,father,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,1.0,2.0,2.0,,5.0,0.0,11.0,12.0,12.0,534
535,MS,M,15.0,R,GT3,T,1.0,2.0,other,services,course,mother,3.0,2.0,0.0,no,yes,no,yes,yes,yes,no,no,5.0,5.0,-,1.0,3.0,5.0,,9.0,-inf,10.0,535
536,MS,M,15.0,U,LE3,A,2.0,2.0,other,other,reputation,mother,nan,4.0,0.0,no,yes,no,yes,yes,yes,no,no,5.0,,5.0,2.0,3.0,5.0,8.0,,14.0,14.0,536
537,MS,M,15.0,U,LE3,A,2.0,1.0,services,services,course,mother,1.0,-inf,,no,no,no,yes,yes,yes,yes,no,4.0,-,3.0,1.0,2.0,5.0,11.0,12.0,13.0,-inf,537
538,MS,F,,R,LE3,T,2.0,2.0,other,other,course,mother,1.0,3.0,0.0,no,yes,no,no,no,yes,no,yes,4.0,3.0,3.0,2.0,2.0,5.0,inf,11.0,11.0,11.0,538
539,MS,F,16.0,U,LE3,T,inf,1.0,other,other,home,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,1.0,2.0,4.0,-inf,2.0,1.0,8.0,9.0,10.0,10.0,539
540,MS,F,17.0,U,GT3,T,3.0,2.0,at_home,other,home,mother,2.0,1.0,0.0,no,no,no,no,yes,yes,no,yes,4.0,3.0,,2.0,,1.0,5.0,9.0,11.0,11.0,540
541,MS,F,17.0,R,GT3,T,2.0,-,other,other,other,mother,2.0,2.0,0.0,yes,no,yes,no,yes,yes,no,no,,1.0,3.0,-inf,1.0,,0.0,11.0,9.0,11.0,541
542,MS,F,16.0,U,GT3,T,4.0,4.0,teacher,services,course,mother,inf,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,,3.0,5.0,1.0,4.0,5.0,1.0,10.0,11.0,12.0,542
543,MS,M,17.0,R,GT3,T,4.0,4.0,health,other,course,father,3.0,1.0,3.0,no,no,no,yes,yes,yes,yes,yes,3.0,3.0,3.0,-inf,3.0,5.0,2.0,9.0,,8.0,543
544,MS,M,17.0,R,LE3,T,1.0,3.0,other,other,course,father,2.0,inf,0.0,no,no,no,yes,yes,yes,no,yes,,1.0,2.0,3.0,3.0,5.0,2.0,nan,11.0,12.0,544
545,MS,M,17.0,U,GT3,T,3.0,4.0,services,other,other,mother,,2.0,,no,yes,no,yes,no,yes,yes,yes,5.0,4.0,4.0,3.0,4.0,,8.0,8.0,9.0,8.0,545
546,MS,F,17.0,U,GT3,T,4.0,4.0,health,health,course,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,2.0,5.0,inf,-,-inf,0.0,13.0,15.0,16.0,546
547,MS,M,16.0,R,LE3,T,4.0,,other,at_home,other,father,1.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,1.0,2.0,-,1.0,2.0,0.0,10.0,11.0,,547
548,MS,F,17.0,U,GT3,A,1.0,1.0,at_home,at_home,other,mother,1.0,2.0,,no,no,no,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,2.0,3.0,2.0,,10.0,11.0,548
549,MS,F,17.0,R,GT3,T,4.0,2.0,other,other,course,mother,2.0,2.0,0.0,yes,yes,no,no,no,yes,yes,no,4.0,3.0,3.0,2.0,3.0,5.0,0.0,17.0,18.0,18.0,549
550,MS,M,16.0,U,LE3,A,inf,-,other,services,course,father,,2.0,0.0,no,yes,no,no,no,yes,yes,yes,4.0,1.0,2.0,2.0,2.0,5.0,0.0,12.0,13.0,13.0,550
551,MS,M,17.0,U,GT3,T,inf,2.0,other,other,other,father,2.0,,-,no,yes,yes,no,yes,yes,yes,no,4.0,1.0,,2.0,2.0,1.0,0.0,13.0,14.0,13.0,551
552,MS,M,19.0,U,GT3,T,1.0,1.0,other,other,other,mother,1.0,2.0,2.0,no,yes,no,yes,yes,no,yes,no,4.0,,3.0,3.0,-inf,4.0,,-,9.0,10.0,552
553,MS,M,17.0,U,LE3,A,1.0,0.0,other,other,home,mother,1.0,-inf,0.0,no,no,no,no,yes,yes,no,yes,4.0,1.0,,1.0,1.0,5.0,4.0,11.0,11.0,12.0,553
554,MS,F,17.0,R,GT3,T,1.0,1.0,at_home,at_home,course,father,2.0,1.0,0.0,no,yes,no,yes,yes,no,yes,yes,3.0,5.0,-inf,2.0,2.0,4.0,3.0,10.0,,10.0,554
555,MS,F,inf,R,GT3,T,1.0,2.0,other,other,home,father,1.0,3.0,0.0,yes,yes,no,no,no,yes,yes,yes,4.0,3.0,4.0,1.0,1.0,3.0,,13.0,14.0,13.0,555
556,MS,M,16.0,R,LE3,T,1.0,2.0,other,at_home,course,mother,1.0,1.0,0.0,no,no,no,no,yes,yes,no,no,4.0,-,4.0,2.0,4.0,,4.0,9.0,10.0,11.0,556
557,MS,F,17.0,R,GT3,T,3.0,inf,other,other,course,mother,2.0,-,3.0,no,yes,no,yes,no,yes,yes,yes,5.0,4.0,4.0,,1.0,5.0,2.0,7.0,9.0,10.0,557
558,MS,M,17.0,R,GT3,T,2.0,,other,other,course,mother,,1.0,0.0,no,no,no,yes,yes,no,no,yes,5.0,5.0,5.0,3.0,5.0,5.0,0.0,-,nan,,558
559,MS,M,18.0,R,GT3,T,,0.0,at_home,at_home,course,other,3.0,1.0,-,yes,yes,no,no,yes,yes,no,no,4.0,3.0,2.0,1.0,-inf,4.0,0.0,12.0,12.0,13.0,559
560,MS,M,17.0,R,GT3,T,1.0,1.0,other,services,course,mother,2.0,inf,0.0,no,yes,no,yes,no,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,0.0,10.0,9.0,nan,560
561,MS,M,18.0,U,LE3,T,1.0,1.0,at_home,at_home,course,mother,2.0,2.0,0.0,no,yes,no,yes,yes,yes,no,no,4.0,3.0,-inf,1.0,4.0,-inf,6.0,inf,9.0,,561
562,MS,F,16.0,R,LE3,T,-inf,-inf,other,services,course,father,1.0,-inf,,no,no,no,yes,yes,yes,no,yes,,4.0,3.0,1.0,1.0,1.0,0.0,11.0,13.0,12.0,562
563,MS,M,17.0,U,GT3,T,,2.0,other,other,course,mother,,1.0,1.0,no,no,no,yes,yes,yes,no,yes,1.0,2.0,1.0,nan,3.0,,,7.0,0.0,-inf,563
564,MS,M,16.0,R,GT3,T,3.0,2.0,services,other,course,father,2.0,1.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,5.0,5.0,nan,3.0,5.0,nan,-inf,9.0,10.0,564
565,MS,M,16.0,R,LE3,T,,1.0,at_home,other,course,mother,inf,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,5.0,5.0,2.0,4.0,5.0,0.0,10.0,10.0,9.0,565
566,MS,M,18.0,R,GT3,T,1.0,1.0,services,other,course,other,2.0,1.0,1.0,no,yes,no,no,yes,no,yes,yes,,3.0,3.0,2.0,3.0,5.0,2.0,9.0,7.0,9.0,566
567,MS,M,,R,GT3,T,3.0,2.0,services,other,course,mother,1.0,1.0,1.0,no,no,no,no,yes,no,yes,no,-inf,3.0,1.0,2.0,2.0,5.0,0.0,4.0,0.0,,567
568,MS,M,inf,U,GT3,T,3.0,,at_home,services,course,mother,2.0,,3.0,no,no,no,yes,yes,yes,no,no,3.0,2.0,1.0,1.0,1.0,3.0,4.0,6.0,11.0,9.0,568
569,MS,M,18.0,U,GT3,T,3.0,-inf,at_home,at_home,course,mother,1.0,2.0,2.0,no,yes,no,yes,yes,no,yes,no,4.0,4.0,5.0,1.0,3.0,3.0,9.0,4.0,8.0,8.0,569
570,MS,M,16.0,R,GT3,T,2.0,2.0,services,services,course,mother,2.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,-inf,-,3.0,2.0,,-,6.0,,8.0,8.0,570
571,MS,M,19.0,U,GT3,T,2.0,1.0,at_home,other,course,other,2.0,1.0,3.0,no,no,no,yes,no,no,yes,yes,4.0,4.0,3.0,,,5.0,4.0,8.0,9.0,,571
572,MS,F,16.0,U,GT3,A,3.0,inf,services,at_home,course,mother,2.0,2.0,inf,no,yes,no,yes,yes,yes,no,yes,2.0,5.0,5.0,1.0,1.0,1.0,8.0,5.0,,7.0,572
573,MS,F,17.0,U,GT3,T,1.0,,other,at_home,course,mother,1.0,1.0,0.0,no,yes,no,yes,yes,yes,no,no,4.0,3.0,2.0,1.0,2.0,5.0,9.0,7.0,inf,,573
574,MS,M,20.0,R,GT3,T,1.0,1.0,other,other,course,other,2.0,,1.0,no,yes,no,no,yes,no,yes,yes,4.0,4.0,3.0,2.0,4.0,-,12.0,8.0,11.0,10.0,574
575,MS,F,18.0,R,GT3,A,4.0,3.0,services,services,course,mother,1.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,5.0,4.0,inf,3.0,-inf,2.0,8.0,10.0,11.0,10.0,575
576,MS,M,-inf,R,GT3,T,3.0,2.0,other,other,course,mother,2.0,nan,0.0,no,yes,no,no,no,yes,yes,no,2.0,5.0,5.0,5.0,5.0,5.0,8.0,inf,10.0,11.0,576
577,MS,M,19.0,R,GT3,T,1.0,1.0,other,services,home,other,,2.0,,no,no,no,no,yes,yes,yes,no,5.0,4.0,4.0,3.0,3.0,2.0,8.0,10.0,9.0,11.0,577
578,MS,M,17.0,U,GT3,T,3.0,3.0,health,other,course,mother,2.0,2.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,inf,4.0,2.0,3.0,3.0,4.0,,9.0,10.0,578
579,MS,M,18.0,U,LE3,T,1.0,3.0,at_home,services,course,mother,1.0,1.0,0.0,no,no,no,no,yes,no,yes,yes,4.0,3.0,3.0,-,3.0,3.0,0.0,9.0,10.0,9.0,579
580,MS,M,19.0,R,GT3,T,1.0,1.0,other,other,home,other,3.0,1.0,1.0,no,yes,no,no,yes,yes,yes,no,4.0,4.0,4.0,3.0,3.0,5.0,,8.0,9.0,10.0,580
581,MS,F,18.0,U,GT3,A,,,at_home,other,course,mother,2.0,2.0,2.0,no,yes,no,no,yes,yes,no,no,4.0,3.0,3.0,1.0,1.0,5.0,2.0,6.0,8.0,8.0,581
582,MS,F,nan,U,LE3,A,1.0,1.0,at_home,other,course,mother,1.0,1.0,0.0,no,yes,no,no,yes,no,no,no,1.0,4.0,-inf,1.0,1.0,5.0,0.0,6.0,-,-inf,582
583,MS,F,18.0,R,GT3,T,2.0,-,other,other,other,mother,2.0,1.0,1.0,no,no,no,no,yes,no,yes,yes,5.0,5.0,5.0,1.0,,3.0,0.0,8.0,6.0,0.0,583
584,MS,F,17.0,R,GT3,T,0.0,-inf,at_home,other,course,mother,2.0,1.0,inf,no,yes,no,no,yes,yes,yes,no,4.0,4.0,3.0,1.0,nan,5.0,0.0,10.0,,,584
585,MS,F,17.0,R,LE3,A,3.0,1.0,other,at_home,course,other,2.0,3.0,0.0,no,yes,yes,no,yes,no,no,no,4.0,2.0,3.0,2.0,2.0,3.0,5.0,8.0,7.0,8.0,585
586,MS,F,17.0,U,GT3,T,4.0,2.0,teacher,services,home,mother,nan,2.0,0.0,yes,yes,no,yes,yes,yes,yes,no,5.0,5.0,5.0,1.0,3.0,5.0,0.0,-inf,8.0,0.0,586
587,MS,F,18.0,R,LE3,T,2.0,2.0,services,services,course,mother,inf,2.0,1.0,no,yes,no,yes,yes,yes,yes,no,2.0,,3.0,1.0,,4.0,,,,8.0,587
588,MS,F,nan,U,GT3,T,4.0,inf,health,at_home,course,mother,-inf,1.0,0.0,no,yes,no,no,yes,yes,no,yes,3.0,nan,2.0,1.0,1.0,5.0,,8.0,10.0,9.0,588
589,MS,F,,U,LE3,T,-,2.0,at_home,other,course,father,1.0,-,0.0,no,no,no,no,yes,yes,yes,no,5.0,5.0,nan,,1.0,3.0,0.0,7.0,10.0,,589
590,MS,F,18.0,U,GT3,T,1.0,1.0,other,other,course,mother,3.0,,2.0,no,no,no,yes,yes,yes,no,yes,3.0,,4.0,2.0,2.0,5.0,3.0,7.0,8.0,7.0,590
591,MS,F,inf,U,GT3,T,2.0,2.0,services,at_home,reputation,father,2.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,5.0,1.0,1.0,1.0,2.0,12.0,13.0,14.0,591
592,MS,F,17.0,U,GT3,T,-,3.0,services,services,course,mother,2.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,inf,,1.0,,-,0.0,11.0,12.0,13.0,592
593,MS,F,nan,U,LE3,A,,2.0,at_home,other,reputation,mother,2.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,,4.0,3.0,,2.0,4.0,0.0,12.0,13.0,14.0,593
594,MS,F,18.0,U,GT3,T,,,teacher,teacher,reputation,mother,2.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,4.0,3.0,5.0,1.0,2.0,1.0,-,,18.0,18.0,594
595,MS,M,18.0,U,LE3,T,4.0,4.0,services,other,reputation,mother,-,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,5.0,4.0,5.0,1.0,1.0,5.0,3.0,17.0,17.0,17.0,595
596,MS,F,17.0,U,GT3,T,-inf,2.0,other,other,course,mother,2.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,-,,17.0,18.0,18.0,596
597,MS,F,,R,GT3,T,2.0,2.0,at_home,other,course,mother,,2.0,1.0,no,no,no,yes,yes,yes,no,yes,4.0,3.0,-,1.0,1.0,4.0,0.0,9.0,,,597
598,MS,M,18.0,U,LE3,T,,2.0,at_home,services,home,mother,,1.0,0.0,no,yes,no,no,no,yes,no,no,4.0,1.0,4.0,5.0,nan,1.0,8.0,10.0,11.0,11.0,598
599,MS,M,18.0,R,GT3,T,4.0,-inf,at_home,services,other,mother,3.0,1.0,-,no,yes,yes,yes,yes,yes,yes,yes,2.0,5.0,,1.0,,,5.0,12.0,13.0,14.0,599
600,MS,M,17.0,R,GT3,T,1.0,1.0,other,services,other,father,3.0,1.0,0.0,no,no,no,no,no,no,no,no,4.0,2.0,3.0,3.0,4.0,,4.0,12.0,13.0,-inf,600
601,MS,F,,U,GT3,T,2.0,2.0,other,other,course,mother,2.0,2.0,,no,yes,no,no,no,yes,yes,yes,1.0,3.0,1.0,1.0,1.0,2.0,4.0,8.0,,10.0,601
602,MS,F,,U,LE3,T,2.0,2.0,services,services,course,father,2.0,3.0,0.0,no,no,no,no,yes,yes,yes,yes,5.0,4.0,-,1.0,inf,inf,0.0,11.0,12.0,-,602
603,MS,F,,R,LE3,A,4.0,2.0,teacher,other,reputation,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,inf,1.0,1.0,5.0,0.0,,0.0,inf,603
604,MS,F,18.0,U,GT3,T,1.0,1.0,at_home,services,course,mother,3.0,2.0,,no,no,no,no,yes,no,no,no,inf,4.0,2.0,,2.0,2.0,2.0,9.0,10.0,-inf,604
605,MS,F,19.0,U,GT3,T,1.0,1.0,at_home,services,other,father,2.0,1.0,1.0,no,no,no,no,yes,no,no,no,5.0,5.0,5.0,2.0,3.0,-,0.0,5.0,0.0,0.0,605
606,MS,F,17.0,U,GT3,T,4.0,2.0,teacher,other,course,father,2.0,4.0,0.0,no,no,no,no,yes,yes,yes,yes,-,2.0,3.0,-,1.0,5.0,0.0,18.0,18.0,18.0,606
607,MS,F,17.0,R,LE3,A,2.0,1.0,services,other,reputation,mother,2.0,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5.0,3.0,3.0,1.0,2.0,2.0,5.0,11.0,11.0,12.0,607
608,MS,F,-inf,U,LE3,A,1.0,1.0,at_home,services,course,mother,1.0,2.0,0.0,no,no,no,no,yes,yes,no,yes,5.0,-,-inf,,inf,3.0,2.0,8.0,10.0,11.0,608
609,MS,F,18.0,U,GT3,T,1.0,2.0,at_home,at_home,course,father,2.0,2.0,0.0,no,yes,no,no,yes,no,no,no,4.0,1.0,,1.0,1.0,4.0,0.0,,11.0,12.0,609
610,MS,F,19.0,R,GT3,A,,1.0,at_home,at_home,course,other,inf,2.0,3.0,no,yes,no,yes,yes,no,no,yes,3.0,5.0,4.0,1.0,4.0,1.0,0.0,8.0,0.0,-,610
611,MS,F,18.0,R,GT3,T,2.0,,services,other,home,mother,2.0,3.0,0.0,no,no,no,no,yes,yes,yes,yes,4.0,nan,1.0,,1.0,4.0,5.0,14.0,inf,15.0,611
612,MS,M,17.0,R,GT3,T,4.0,3.0,services,other,home,mother,2.0,2.0,1.0,no,yes,yes,yes,no,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,,,11.0,11.0,612
613,MS,F,18.0,U,GT3,T,3.0,3.0,services,services,course,father,1.0,2.0,0.0,no,yes,no,no,yes,yes,no,yes,5.0,3.0,4.0,1.0,inf,5.0,0.0,10.0,10.0,10.0,613
614,MS,F,,R,GT3,T,,4.0,teacher,services,other,father,2.0,,,no,yes,yes,yes,yes,yes,yes,no,4.0,3.0,3.0,1.0,2.0,5.0,2.0,12.0,12.0,12.0,614
615,MS,F,inf,U,LE3,A,3.0,2.0,services,other,reputation,mother,2.0,2.0,0.0,no,no,no,no,yes,yes,no,yes,1.0,2.0,3.0,1.0,2.0,5.0,0.0,15.0,14.0,15.0,615
616,MS,M,18.0,U,LE3,T,1.0,1.0,other,services,home,father,2.0,1.0,0.0,no,no,no,no,no,yes,yes,yes,3.0,nan,2.0,1.0,2.0,3.0,inf,14.0,13.0,14.0,616
617,MS,F,18.0,U,LE3,T,1.0,1.0,at_home,services,course,father,2.0,3.0,0.0,no,no,no,no,yes,yes,yes,no,inf,3.0,-inf,1.0,1.0,4.0,0.0,-inf,17.0,18.0,617
618,MS,F,18.0,R,LE3,A,1.0,,at_home,other,course,mother,3.0,2.0,0.0,no,no,no,no,yes,yes,no,yes,4.0,inf,-,1.0,4.0,5.0,-inf,-,15.0,15.0,618
619,MS,F,18.0,U,GT3,T,3.0,3.0,services,services,other,mother,,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,,3.0,2.0,1.0,3.0,3.0,6.0,13.0,12.0,13.0,619
620,MS,F,17.0,U,LE3,T,4.0,4.0,at_home,at_home,course,mother,1.0,2.0,nan,no,yes,no,yes,yes,yes,yes,yes,2.0,3.0,4.0,1.0,1.0,-,4.0,15.0,14.0,15.0,620
621,MS,F,17.0,R,GT3,T,1.0,2.0,other,services,course,father,2.0,2.0,0.0,no,no,no,no,no,yes,no,no,3.0,inf,2.0,1.0,2.0,,0.0,13.0,13.0,,621
622,MS,M,18.0,R,GT3,T,1.0,3.0,at_home,other,course,mother,2.0,2.0,0.0,no,yes,yes,no,yes,yes,no,no,3.0,3.0,4.0,2.0,4.0,3.0,0.0,,inf,-,622
623,MS,M,18.0,U,LE3,T,4.0,4.0,teacher,services,other,mother,2.0,3.0,0.0,no,no,no,no,yes,yes,yes,yes,4.0,2.0,-,2.0,2.0,5.0,0.0,15.0,16.0,16.0,623
624,MS,F,17.0,R,GT3,T,1.0,-inf,other,services,reputation,mother,,1.0,1.0,no,yes,no,no,yes,yes,yes,yes,5.0,2.0,-inf,,2.0,1.0,,8.0,8.0,9.0,624
625,MS,F,18.0,U,GT3,T,2.0,3.0,at_home,services,course,father,2.0,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,5.0,2.0,3.0,nan,2.0,-inf,-,,10.0,10.0,625
626,MS,F,inf,R,GT3,T,4.0,4.0,other,teacher,other,father,,inf,0.0,no,yes,no,no,no,yes,yes,yes,-,2.0,2.0,4.0,-,5.0,0.0,7.0,5.0,0.0,626
627,MS,M,-inf,R,LE3,T,1.0,2.0,at_home,services,other,father,3.0,1.0,0.0,no,yes,no,yes,yes,no,yes,yes,4.0,3.0,3.0,2.0,3.0,3.0,3.0,9.0,10.0,,627
628,MS,F,-inf,U,GT3,T,2.0,,other,at_home,home,mother,1.0,3.0,0.0,no,no,no,yes,yes,yes,no,yes,3.0,4.0,3.0,1.0,1.0,-inf,inf,10.0,11.0,12.0,628
629,MS,F,,R,GT3,T,1.0,2.0,other,other,course,mother,1.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,nan,5.0,5.0,-,-inf,,,7.0,8.0,9.0,629
630,MS,F,18.0,R,LE3,T,4.0,4.0,other,other,reputation,mother,2.0,inf,0.0,no,no,no,no,yes,yes,yes,no,,4.0,4.0,1.0,1.0,1.0,,inf,17.0,17.0,630
631,MS,F,18.0,R,GT3,T,1.0,1.0,other,other,home,mother,4.0,inf,0.0,no,no,no,no,yes,yes,yes,no,4.0,-,2.0,1.0,2.0,4.0,4.0,inf,11.0,12.0,631
632,MS,F,,R,GT3,T,1.0,1.0,at_home,other,course,other,2.0,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,4.0,-inf,3.0,1.0,inf,3.0,4.0,7.0,-inf,9.0,632
633,MS,F,18.0,R,LE3,T,4.0,4.0,teacher,services,course,mother,1.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5.0,,3.0,3.0,4.0,2.0,1.0,13.0,14.0,inf,633
634,MS,F,18.0,U,GT3,T,3.0,3.0,other,other,home,mother,1.0,2.0,0.0,no,no,no,no,yes,yes,yes,yes,4.0,-,3.0,1.0,2.0,1.0,1.0,16.0,16.0,-,634
635,MS,F,17.0,R,GT3,T,3.0,1.0,at_home,other,reputation,mother,1.0,2.0,0.0,no,yes,no,yes,no,yes,yes,no,4.0,5.0,nan,-,3.0,,10.0,8.0,,9.0,635
636,MS,M,18.0,U,GT3,T,,4.0,teacher,teacher,home,father,1.0,2.0,0.0,no,no,no,yes,no,yes,yes,no,3.0,2.0,4.0,inf,,2.0,4.0,17.0,-inf,19.0,636
637,MS,M,,R,GT3,T,nan,1.0,other,other,other,mother,2.0,,0.0,no,no,no,yes,no,yes,yes,yes,-,4.0,3.0,1.0,3.0,5.0,0.0,7.0,7.0,0.0,637
638,MS,M,-,U,GT3,T,2.0,3.0,other,services,home,father,2.0,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4.0,,3.0,1.0,1.0,3.0,4.0,14.0,15.0,inf,638
639,MS,M,19.0,R,GT3,T,1.0,1.0,other,services,other,mother,-,1.0,1.0,no,no,no,no,yes,yes,no,no,4.0,3.0,2.0,1.0,3.0,5.0,0.0,5.0,,0.0,639
640,MS,M,18.0,R,GT3,T,inf,2.0,other,other,home,father,2.0,,1.0,no,no,yes,no,yes,yes,no,no,5.0,4.0,3.0,4.0,3.0,3.0,0.0,,,,640
641,MS,F,18.0,R,GT3,T,2.0,2.0,at_home,other,other,mother,2.0,3.0,nan,no,no,no,no,yes,yes,no,no,5.0,3.0,3.0,1.0,3.0,4.0,-inf,14.0,,15.0,641
642,MS,F,17.0,U,GT3,T,4.0,3.0,teacher,other,other,mother,2.0,2.0,0.0,no,no,no,no,yes,yes,yes,no,5.0,-,4.0,-inf,1.0,1.0,0.0,6.0,9.0,11.0,642
643,MS,F,,R,GT3,T,4.0,4.0,teacher,at_home,reputation,mother,3.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4.0,4.0,3.0,2.0,2.0,5.0,4.0,7.0,9.0,10.0,643
644,MS,F,19.0,R,GT3,T,2.0,,services,other,course,mother,1.0,,1.0,no,no,no,yes,no,yes,yes,no,5.0,4.0,2.0,inf,2.0,5.0,-inf,10.0,11.0,-,644
645,MS,F,18.0,U,LE3,T,,1.0,teacher,services,course,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4.0,,4.0,,1.0,1.0,4.0,inf,15.0,16.0,645
646,MS,F,18.0,U,GT3,T,1.0,1.0,other,other,course,mother,2.0,nan,0.0,no,no,no,yes,yes,yes,no,no,1.0,nan,nan,-,1.0,5.0,,11.0,12.0,9.0,646
647,MS,M,-inf,U,LE3,T,nan,1.0,services,services,course,mother,2.0,1.0,0.0,no,no,no,no,no,yes,yes,no,2.0,4.0,5.0,nan,4.0,2.0,6.0,10.0,10.0,10.0,647
648,MS,M,-,R,LE3,T,3.0,2.0,services,other,course,mother,3.0,nan,0.0,no,no,no,no,no,yes,yes,no,,-inf,1.0,-,4.0,,4.0,nan,-inf,11.0,648
649,GP,F,18.0,U,GT3,A,4.0,,at_home,teacher,course,mother,2.0,2.0,0.0,yes,no,no,no,yes,yes,no,no,-,3.0,4.0,1.0,nan,3.0,6.0,5.0,6.0,6.0,649
650,GP,F,17.0,U,GT3,T,1.0,1.0,at_home,other,course,father,1.0,,0.0,no,yes,no,no,no,yes,yes,no,5.0,3.0,3.0,1.0,1.0,3.0,4.0,5.0,5.0,6.0,650
651,GP,F,15.0,U,LE3,T,1.0,1.0,at_home,other,other,mother,1.0,2.0,-inf,yes,no,yes,no,yes,yes,yes,no,4.0,3.0,2.0,2.0,3.0,3.0,,7.0,8.0,10.0,651
652,GP,F,15.0,U,GT3,T,-inf,-,health,services,home,mother,1.0,-,inf,no,yes,yes,yes,yes,yes,yes,yes,,,2.0,inf,1.0,nan,2.0,15.0,,-,652
653,GP,F,16.0,U,GT3,T,3.0,3.0,other,other,home,father,-inf,,0.0,no,yes,yes,no,yes,yes,no,no,4.0,3.0,2.0,1.0,2.0,-inf,nan,6.0,10.0,,653
654,GP,M,16.0,U,LE3,T,4.0,,services,other,reputation,mother,,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,-inf,4.0,2.0,1.0,2.0,5.0,10.0,15.0,15.0,15.0,654
655,GP,M,16.0,U,LE3,T,2.0,2.0,other,other,home,mother,-inf,2.0,0.0,no,no,no,no,yes,yes,yes,no,4.0,4.0,4.0,1.0,1.0,3.0,0.0,inf,-,11.0,655
656,GP,F,17.0,U,GT3,A,4.0,-,other,teacher,home,mother,2.0,2.0,0.0,yes,yes,no,no,yes,yes,no,no,4.0,,4.0,,1.0,1.0,-inf,nan,5.0,nan,656
